run,candidate,status,label,eval_label,horizon_years,feature_set,param_set,set_params,seed,grid_params,sampled_params,config_hash,n_test,effective_n,base_rate,pr_auc,roc_auc,brier,base_rate_brier,precision_at_20,conf_at_20,recall_at_20,precision_at_50,conf_at_50,recall_at_50,recall_at_prec_0.75,n_at_prec_0.75,recall_at_prec_0.9,n_at_prec_0.9
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r10,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r10,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.514102, ""learning_rate"": 0.0132089, ""max_depth"": 7, ""min_child_weight"": 21, ""n_estimators"": 207, ""reg_lambda"": 3.37486, ""subsample"": 0.797272}",13d4b7765c836125,256351,8215.438550146824,0.2232864499277101,0.26633427465954573,0.5766238411643562,0.17294498914135695,0.1734296112063903,0.184375,0.5502877529710531,0.0010032648619235477,0.23125,0.5138110300526023,0.0031458304992518023,6.801795674057951e-05,4,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r21,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r21,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.873844, ""learning_rate"": 0.0210949, ""max_depth"": 4, ""min_child_weight"": 30, ""n_estimators"": 264, ""reg_lambda"": 0.538333, ""subsample"": 0.714329}",d6d47f98ca9147e1,256351,8215.438550146824,0.2232864499277101,0.265837316031725,0.57428417385523,0.17378611324029974,0.1734296112063903,0.196875,0.5619097613729537,0.0010712828186641274,0.235,0.5302388422936201,0.003196843966807237,0.00010202693511086927,7,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r18,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r18,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.478395, ""learning_rate"": 0.0257098, ""max_depth"": 4, ""min_child_weight"": 65, ""n_estimators"": 966, ""reg_lambda"": 0.0252444, ""subsample"": 0.634466}",1f9f03c5fced75cc,256351,8215.438550146824,0.2232864499277101,0.265496133905855,0.575250816409968,0.19081788377754105,0.1734296112063903,0.225,0.7533336641266942,0.0012243232213304312,0.21,0.7204115524142981,0.0028567541831043394,6.801795674057951e-05,5,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r17,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r17,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.423183, ""learning_rate"": 0.014123, ""max_depth"": 4, ""min_child_weight"": 106, ""n_estimators"": 487, ""reg_lambda"": 0.134701, ""subsample"": 0.857381}",59a74ab3e580c401,256351,8215.438550146824,0.2232864499277101,0.2659701744681291,0.5725057381627201,0.17375888132499492,0.1734296112063903,0.20625,0.558902513422072,0.001122296286219562,0.2275,0.5268146373331547,0.003094817031696368,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r7,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r7,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.67583, ""learning_rate"": 0.0792618, ""max_depth"": 7, ""min_child_weight"": 24, ""n_estimators"": 109, ""reg_lambda"": 8.73499, ""subsample"": 0.835153}",76d90ff55689eee5,256351,8215.438550146824,0.2232864499277101,0.2656894278578079,0.5772627912873518,0.19036309772997573,0.1734296112063903,0.203125,0.7611135207116604,0.001105291797034417,0.2125,0.7255680156499147,0.0028907631614746294,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r3,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r3,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.732238, ""learning_rate"": 0.0425804, ""max_depth"": 4, ""min_child_weight"": 58, ""n_estimators"": 435, ""reg_lambda"": 0.0657917, ""subsample"": 0.920881}",728be4a1101d701f,256351,8215.438550146824,0.2232864499277101,0.2654611535632565,0.5758327489122197,0.19058390688887986,0.1734296112063903,0.203125,0.7478299785405398,0.001105291797034417,0.2225,0.7160731056332588,0.0030267990749557883,8.502244592572439e-05,6,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r2,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r2,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.872824, ""learning_rate"": 0.0745005, ""max_depth"": 3, ""min_child_weight"": 93, ""n_estimators"": 761, ""reg_lambda"": 0.811337, ""subsample"": 0.992365}",6bfd4da0022e6caa,256351,8215.438550146824,0.2232864499277101,0.26473718780796457,0.5729388117641128,0.18283866764885415,0.1734296112063903,0.215625,0.46660592649132016,0.0011733097537749966,0.2225,0.4255985039845109,0.0030267990749557883,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r17,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r17,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.423183, ""learning_rate"": 0.014123, ""max_depth"": 4, ""min_child_weight"": 106, ""n_estimators"": 487, ""reg_lambda"": 0.134701, ""subsample"": 0.857381}",fc3e9268062f874c,256351,8215.438550146824,0.2232864499277101,0.2659701744681291,0.5725057381627201,0.17375888132499492,0.1734296112063903,0.20625,0.558902513422072,0.001122296286219562,0.2275,0.5268146373331547,0.003094817031696368,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r38,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r38,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.756387, ""learning_rate"": 0.0751828, ""max_depth"": 7, ""min_child_weight"": 61, ""n_estimators"": 158, ""reg_lambda"": 0.103354, ""subsample"": 0.888263}",2b66122b887fbd44,256351,8215.438550146824,0.2232864499277101,0.26606392428040676,0.5759330325308316,0.18271185896170902,0.1734296112063903,0.20625,0.4680248870514333,0.001122296286219562,0.2125,0.42083053201437,0.0028907631614746294,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r18,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r18,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.478395, ""learning_rate"": 0.0257098, ""max_depth"": 4, ""min_child_weight"": 65, ""n_estimators"": 966, ""reg_lambda"": 0.0252444, ""subsample"": 0.634466}",570655da82d46b1c,256351,8215.438550146824,0.2232864499277101,0.265496133905855,0.575250816409968,0.19081788377754105,0.1734296112063903,0.225,0.7533336641266942,0.0012243232213304312,0.21,0.7204115524142981,0.0028567541831043394,6.801795674057951e-05,5,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r21,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r21,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.873844, ""learning_rate"": 0.0210949, ""max_depth"": 4, ""min_child_weight"": 30, ""n_estimators"": 264, ""reg_lambda"": 0.538333, ""subsample"": 0.714329}",dd66166af65c4234,256351,8215.438550146824,0.2232864499277101,0.265837316031725,0.57428417385523,0.17378611324029974,0.1734296112063903,0.196875,0.5619097613729537,0.0010712828186641274,0.235,0.5302388422936201,0.003196843966807237,0.00010202693511086927,7,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r2,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r2,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.872824, ""learning_rate"": 0.0745005, ""max_depth"": 3, ""min_child_weight"": 93, ""n_estimators"": 761, ""reg_lambda"": 0.811337, ""subsample"": 0.992365}",fc440cc0c2d5f3e4,256351,8215.438550146824,0.2232864499277101,0.26473718780796457,0.5729388117641128,0.18283866764885415,0.1734296112063903,0.215625,0.46660592649132016,0.0011733097537749966,0.2225,0.4255985039845109,0.0030267990749557883,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r8,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r8,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.590426, ""learning_rate"": 0.0130647, ""max_depth"": 4, ""min_child_weight"": 34, ""n_estimators"": 106, ""reg_lambda"": 8.27444, ""subsample"": 0.786521}",a1e2aa42756c0762,256351,8215.438550146824,0.2232864499277101,0.2702331526066804,0.5759437444230606,0.18514978886485492,0.1734296112063903,0.240625,0.5696727830916644,0.0013093456672561557,0.255,0.5593754453212023,0.0034689157937695552,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r38,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r38,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.756387, ""learning_rate"": 0.0751828, ""max_depth"": 7, ""min_child_weight"": 61, ""n_estimators"": 158, ""reg_lambda"": 0.103354, ""subsample"": 0.888263}",daaf73349aee95bd,256351,8215.438550146824,0.2232864499277101,0.26606392428040676,0.5759330325308316,0.18271185896170902,0.1734296112063903,0.20625,0.4680248870514333,0.001122296286219562,0.2125,0.42083053201437,0.0028907631614746294,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r3,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r3,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.732238, ""learning_rate"": 0.0425804, ""max_depth"": 4, ""min_child_weight"": 58, ""n_estimators"": 435, ""reg_lambda"": 0.0657917, ""subsample"": 0.920881}",ce3d4d163a7e1a1d,256351,8215.438550146824,0.2232864499277101,0.2654611535632565,0.5758327489122197,0.19058390688887986,0.1734296112063903,0.203125,0.7478299785405398,0.001105291797034417,0.2225,0.7160731056332588,0.0030267990749557883,8.502244592572439e-05,6,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r7,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r7,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.67583, ""learning_rate"": 0.0792618, ""max_depth"": 7, ""min_child_weight"": 24, ""n_estimators"": 109, ""reg_lambda"": 8.73499, ""subsample"": 0.835153}",8edbf8310064730e,256351,8215.438550146824,0.2232864499277101,0.2656894278578079,0.5772627912873518,0.19036309772997573,0.1734296112063903,0.203125,0.7611135207116604,0.001105291797034417,0.2125,0.7255680156499147,0.0028907631614746294,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r8,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r8,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.590426, ""learning_rate"": 0.0130647, ""max_depth"": 4, ""min_child_weight"": 34, ""n_estimators"": 106, ""reg_lambda"": 8.27444, ""subsample"": 0.786521}",2873fd138dbf2951,256351,8215.438550146824,0.2232864499277101,0.2702331526066804,0.5759437444230606,0.18514978886485492,0.1734296112063903,0.240625,0.5696727830916644,0.0013093456672561557,0.255,0.5593754453212023,0.0034689157937695552,5.101346755543464e-05,3,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r7,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r7,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.67583, ""learning_rate"": 0.0792618, ""max_depth"": 7, ""min_child_weight"": 24, ""n_estimators"": 109, ""reg_lambda"": 8.73499, ""subsample"": 0.835153}",dc70fb723596b186,256351,8215.438550146824,0.2232864499277101,0.27801997742041645,0.5897047535736856,0.18273486796004754,0.1734296112063903,0.203125,0.6628966832533478,0.001105291797034417,0.22,0.6275061923265457,0.0029927900965854987,0.00013603591348115902,10,5.101346755543464e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r1,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r1,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.968997, ""learning_rate"": 0.0644302, ""max_depth"": 3, ""min_child_weight"": 60, ""n_estimators"": 356, ""reg_lambda"": 2.01737, ""subsample"": 0.710124}",adfb8127d01b43c0,256351,8215.438550146824,0.2232864499277101,0.2648983281668399,0.5731246357643232,0.17475843373268918,0.1734296112063903,0.21875,0.5992759404703975,0.0011903142429601414,0.22875,0.5647397357225418,0.0031118215208815127,5.101346755543463e-05,3,5.101346755543463e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r1,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r1,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.968997, ""learning_rate"": 0.0644302, ""max_depth"": 3, ""min_child_weight"": 60, ""n_estimators"": 356, ""reg_lambda"": 2.01737, ""subsample"": 0.710124}",c4d9083c4e84fe53,256351,8215.438550146824,0.2232864499277101,0.2648983281668399,0.5731246357643232,0.17475843373268918,0.1734296112063903,0.21875,0.5992759404703975,0.0011903142429601414,0.22875,0.5647397357225418,0.0031118215208815127,5.101346755543463e-05,3,5.101346755543463e-05,3
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r15,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r15,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.615647, ""learning_rate"": 0.0162983, ""max_depth"": 3, ""min_child_weight"": 399, ""n_estimators"": 143, ""reg_lambda"": 0.0707149, ""subsample"": 0.742888}",107490f6e02b5aa2,256351,8215.438550146824,0.2232864499277101,0.27343795756166767,0.5713308982876721,0.17187006158271634,0.1734296112063903,0.253125,0.38871357031166553,0.001377363623996735,0.27625,0.3852622794359922,0.003757992109917018,8.502244592572439e-05,6,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r28,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r28,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.928801, ""learning_rate"": 0.0138326, ""max_depth"": 5, ""min_child_weight"": 276, ""n_estimators"": 252, ""reg_lambda"": 0.0207151, ""subsample"": 0.847733}",99404b6e3c6495b7,256351,8215.438550146824,0.2232864499277101,0.2688979247668847,0.5715873803237896,0.17295280131149268,0.1734296112063903,0.225,0.48776543652638793,0.0012243232213304312,0.22625,0.4731635243445635,0.003077812542511223,3.4008978370289756e-05,2,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r4,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r4,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.477256, ""learning_rate"": 0.0405206, ""max_depth"": 7, ""min_child_weight"": 46, ""n_estimators"": 123, ""reg_lambda"": 13.0409, ""subsample"": 0.771979}",ba97825f0b5d6b07,256351,8215.438550146824,0.2232864499277101,0.2664252303735479,0.5744568800562077,0.18259464574757497,0.1734296112063903,0.19375,0.4103884268552065,0.0010542783294789824,0.21875,0.3738718124479055,0.002975785607400354,6.801795674057951e-05,5,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r15,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r15,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.615647, ""learning_rate"": 0.0162983, ""max_depth"": 3, ""min_child_weight"": 399, ""n_estimators"": 143, ""reg_lambda"": 0.0707149, ""subsample"": 0.742888}",e61dccbb02386cd0,256351,8215.438550146824,0.2232864499277101,0.27343795756166767,0.5713308982876721,0.17187006158271634,0.1734296112063903,0.253125,0.38871357031166553,0.001377363623996735,0.27625,0.3852622794359922,0.003757992109917018,8.502244592572439e-05,6,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r4,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r4,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.477256, ""learning_rate"": 0.0405206, ""max_depth"": 7, ""min_child_weight"": 46, ""n_estimators"": 123, ""reg_lambda"": 13.0409, ""subsample"": 0.771979}",7afdb147923411d7,256351,8215.438550146824,0.2232864499277101,0.2664252303735479,0.5744568800562077,0.18259464574757497,0.1734296112063903,0.19375,0.4103884268552065,0.0010542783294789824,0.21875,0.3738718124479055,0.002975785607400354,6.801795674057951e-05,5,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r28,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r28,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.928801, ""learning_rate"": 0.0138326, ""max_depth"": 5, ""min_child_weight"": 276, ""n_estimators"": 252, ""reg_lambda"": 0.0207151, ""subsample"": 0.847733}",a4252717087c7ae5,256351,8215.438550146824,0.2232864499277101,0.2688979247668847,0.5715873803237896,0.17295280131149268,0.1734296112063903,0.225,0.48776543652638793,0.0012243232213304312,0.22625,0.4731635243445635,0.003077812542511223,3.4008978370289756e-05,2,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r8,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r8,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.590426, ""learning_rate"": 0.0130647, ""max_depth"": 4, ""min_child_weight"": 34, ""n_estimators"": 106, ""reg_lambda"": 8.27444, ""subsample"": 0.786521}",0f2f7d3c2bdcc278,256351,8215.438550146824,0.2232864499277101,0.269745334490463,0.5724197752180127,0.1831688061943723,0.1734296112063903,0.2,0.5565759969875217,0.0010882873078492722,0.2175,0.5397186584770679,0.0029587811182152086,3.4008978370289756e-05,2,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r34,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r34,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.442845, ""learning_rate"": 0.0117379, ""max_depth"": 5, ""min_child_weight"": 39, ""n_estimators"": 261, ""reg_lambda"": 3.72026, ""subsample"": 0.843966}",8b382cd07f1674f4,256351,8215.438550146824,0.2232864499277101,0.2665204988751575,0.5729808065481659,0.18210286991774471,0.1734296112063903,0.2,0.36907422775402665,0.0010882873078492722,0.2325,0.3416385925188661,0.0031628349884369475,0.00018704938103659367,14,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r34,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r34,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.442845, ""learning_rate"": 0.0117379, ""max_depth"": 5, ""min_child_weight"": 39, ""n_estimators"": 261, ""reg_lambda"": 3.72026, ""subsample"": 0.843966}",8650fecc4ac160da,256351,8215.438550146824,0.2232864499277101,0.2665204988751575,0.5729808065481659,0.18210286991774471,0.1734296112063903,0.2,0.36907422775402665,0.0010882873078492722,0.2325,0.3416385925188661,0.0031628349884369475,0.00018704938103659367,14,3.4008978370289756e-05,2
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r37,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r37,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.88552, ""learning_rate"": 0.155228, ""max_depth"": 6, ""min_child_weight"": 77, ""n_estimators"": 134, ""reg_lambda"": 13.7427, ""subsample"": 0.948148}",d015c330ecda5bcd,256351,8215.438550146824,0.2232864499277101,0.26530105357669775,0.5764171171354103,0.1916224184549695,0.1734296112063903,0.228125,0.7793379755690694,0.001241327710515576,0.22,0.7427045200020075,0.0029927900965854987,1.7004489185144878e-05,1,1.7004489185144878e-05,1
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r16,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r16,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.922231, ""learning_rate"": 0.0672861, ""max_depth"": 3, ""min_child_weight"": 32, ""n_estimators"": 345, ""reg_lambda"": 0.0187735, ""subsample"": 0.844392}",a6db39d97da3b83f,256351,8215.438550146824,0.2232864499277101,0.2650329170198972,0.5736012305111127,0.18281419967123144,0.1734296112063903,0.2125,0.4443330866284668,0.0011563052645898518,0.22125,0.4078738198056817,0.0030097945857706435,1.7004489185144878e-05,1,1.7004489185144878e-05,1
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r37,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r37,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.88552, ""learning_rate"": 0.155228, ""max_depth"": 6, ""min_child_weight"": 77, ""n_estimators"": 134, ""reg_lambda"": 13.7427, ""subsample"": 0.948148}",233da5e8ade7fa93,256351,8215.438550146824,0.2232864499277101,0.26530105357669775,0.5764171171354103,0.1916224184549695,0.1734296112063903,0.228125,0.7793379755690694,0.001241327710515576,0.22,0.7427045200020075,0.0029927900965854987,1.7004489185144878e-05,1,1.7004489185144878e-05,1
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r16,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r16,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.922231, ""learning_rate"": 0.0672861, ""max_depth"": 3, ""min_child_weight"": 32, ""n_estimators"": 345, ""reg_lambda"": 0.0187735, ""subsample"": 0.844392}",5b910c97c6dddf4f,256351,8215.438550146824,0.2232864499277101,0.2650329170198972,0.5736012305111127,0.18281419967123144,0.1734296112063903,0.2125,0.4443330866284668,0.0011563052645898518,0.22125,0.4078738198056817,0.0030097945857706435,1.7004489185144878e-05,1,1.7004489185144878e-05,1
