feature,mean_importance,fold_2005,fold_2006,fold_2007,fold_2008,fold_2009,fold_2010,fold_2011,fold_2012,fold_2013,fold_2014,fold_2015,fold_2016,fold_2017,fold_2018,fold_2019,fold_2020
operating_margin_rank,0.005609228587297435,0.00036237819014632594,0.0008009739461753764,0.0005889845562497128,0.002961420109662919,0.0017752031310094482,0.005746457613720484,0.0015664321711950518,0.014788957275983361,0.0014617611889148321,0.005278520452958482,0.006450870985259791,0.004625615054517093,0.009993398529143195,0.004953631096788408,0.019251545479187303,0.009141507615847163
net_payout_yield_rank,0.0035725653537929314,0.003904594649860994,0.0032503510646882975,0.003674039581585651,0.003916141405549558,0.0016407401693143066,0.0013940200624924669,0.0019522846019646935,0.002170990520840209,0.0029385820454968813,0.004415952388300295,0.008730174198403842,0.0028685058456741127,0.005168022576486537,0.0036697604299045475,0.005324736357654569,0.002142149762469927
earnings_yield_rank,0.00300440741730212,0.009714502833041044,0.00835694159883894,0.003349986995149314,0.003144850194708438,0.001693194839832246,0.0,0.0008546847621608571,0.0019386580977950067,0.0014375702042313645,0.0022620687018707493,0.0017798268073931497,0.004374891096725156,0.0007737323412486316,0.0042210146932980174,0.0013505369888422668,0.0028180585216987467
gp_to_assets_rank,0.002971218962360125,0.0004892670912706157,0.001696096797188006,0.0008562522619430939,0.0015865430963725798,0.000504945938850695,0.0012598102182255007,0.002563880422899075,0.001166910910032229,0.0022181757459849715,0.0033726919588497467,0.004655021612984547,0.004553544097090915,0.004761697026857423,0.007029196769084918,0.006316141239051758,0.0045093282110759275
tangible_book_to_market_rank,0.002785335313580508,0.0029948391851691205,0.00206746568688397,0.005293914720617117,0.008041322772022061,0.0050771767409109785,0.00251925925376223,0.0022620454390225777,0.004224554810473671,0.0007824763784516842,0.0023094188477371463,0.001823459164452211,0.002873987429557239,0.0008547634348875119,0.0010660335980514828,0.0015192482324709019,0.0008553993228182244
vol_36m,0.002348078101962457,0.0,0.0004437247824253293,0.0011425034496304826,0.0022995594669518882,0.0015284635735753197,0.00015427514171641142,0.0008787409731262005,0.0018060901002432835,0.0005921685033013381,0.00278994079968464,0.006046883254707438,0.005958401634792057,0.0049124120515499844,0.006885576554662848,0.0012167630686708408,0.0009137462763612515
book_to_market_rank,0.002293361116206645,0.0024128037572271367,0.002880085972101822,0.004954179368363943,0.00355987974051438,0.002512150573313997,0.001855376263534296,0.0008055766814841198,0.0012857458998823937,0.0029688547634017966,0.0015083107575674319,0.0018703047691187948,0.003723424489789118,0.0025696342664776307,0.0018245511318561822,0.0012658327296307312,0.0006970666950425391
tangibles_trend_4q,0.0021559081515048284,0.013243935713224268,0.006769907290774411,0.004896729402554284,0.001697421502521834,0.0018098016521219274,0.0013042078893713603,0.0015319196196151544,0.0003595725411515076,0.00031579942349639633,0.0,0.00027599996140271294,0.0009186549940701862,0.0008198029038208512,0.0,0.0,0.0005507775299523637
ebit_to_assets_rank,0.0020681306198187554,0.0,0.00033687529095977016,0.0009142280651310436,0.0015399821343802824,0.0,0.0009618105904805698,0.007763690690616434,0.0033640034916373267,0.0011590512328719027,0.0022204793427490445,0.001865981687885622,0.0025109928634857656,0.0025239946642979945,0.003744598541358562,0.0026599113225461895,0.0015244899986995755
fcf_margin_rank,0.0020226487913191787,0.0014653405935986551,0.0010681734587448713,0.0013515373992004467,0.0029655304775055096,0.002628999319895035,0.000717890157663095,0.0031472224969264343,0.001709389334025631,0.0016916435896604767,0.0018090647487361096,0.0032122432203201016,0.0042682740812059715,0.002511973491644022,0.001539854064113827,0.001637940330266533,0.0006373038976001414
